,player,team,opponent,market,line,book,bet_side,bet_odds,predicted_score,season_avg,avg_last_10,over_rate_last_10,edge_last_10,avg_last_7,over_rate_last_7,edge_last_7,over_prob,over_odds,under_prob,under_odds,ml_prob_over,ml_prob_pct,ml_conf_tier,ml_odds_over,unified_side,unified_pick,kelly_full,kelly_half,confidence_pct,game_time
44,Brandon Ingram,TOR,POR,points,34.5,PrizePicks,Under,-500,21.02,19.59,21.6,0.17,-12.9,22.71,0.22,-11.79,0.167,500,0.833,-500,0.309,30.9,RED (Low),223,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
350,Marvin Bagley,WAS,PHI,pra,29.5,PrizePicks,Under,-500,17.3,19.21,15.9,0.17,-13.6,16.29,0.22,-13.21,0.167,500,0.833,-500,0.288,28.8,RED (Low),248,Under,Under (Strong agreement),,,10,2025-12-03T00:10:00.000Z
45,Brandon Ingram,TOR,POR,pra,44.5,PrizePicks,Under,-500,29.99,29.07,30.2,0.17,-14.3,31.43,0.22,-13.07,0.167,500,0.833,-500,0.314,31.4,RED (Low),218,Under,Under (Strong agreement),,,10,2025-12-03T00:40:00.000Z
72,Cam Whitmore,WAS,PHI,assists,2.5,PrizePicks,Under,-1100,0.82,0.81,0.8,0.08,-1.7,0.86,0.11,-1.64,0.083,1100,0.917,-1100,0.176,17.6,RED (Low),469,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
180,Ja'Kobe Walter,TOR,POR,assists,2.5,PrizePicks,Under,-1100,1.02,1.33,0.8,0.08,-1.7,0.86,0.11,-1.64,0.083,1100,0.917,-1100,0.204,20.4,RED (Low),389,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
185,Jaden McDaniels,MIN,NOP,assists,4.5,PrizePicks,Under,-1100,2.29,1.58,2.8,0.08,-1.7,2.71,0.11,-1.79,0.083,1100,0.917,-1100,0.168,16.8,RED (Low),495,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
319,Keldon Johnson,SAS,MEM,assists,3.5,PrizePicks,Under,-1100,1.95,2.14,1.8,0.08,-1.7,1.86,0.11,-1.64,0.083,1100,0.917,-1100,0.206,20.6,RED (Low),386,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
241,Jerami Grant,POR,TOR,assists,4.5,PrizePicks,Under,-1100,2.2,1.62,2.6,0.08,-1.9,2.57,0.11,-1.93,0.083,1100,0.917,-1100,0.187,18.7,RED (Low),436,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
364,Mike Conley,MIN,NOP,rebounds,3.5,PrizePicks,Under,-1100,2.15,2.93,1.6,0.08,-1.9,1.71,0.11,-1.79,0.083,1100,0.917,-1100,0.193,19.3,RED (Low),418,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
213,Jamal Shead,TOR,POR,rebounds,3.5,PrizePicks,Under,-1100,1.47,1.55,1.4,0.08,-2.1,1.43,0.11,-2.07,0.083,1100,0.917,-1100,0.192,19.2,RED (Low),421,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
60,CJ McCollum,WAS,PHI,assists,5.5,PrizePicks,Under,-1100,3.53,3.81,3.3,0.08,-2.2,3.43,0.11,-2.07,0.083,1100,0.917,-1100,0.183,18.3,RED (Low),445,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
259,Jonathan Kuminga,GSW,OKC,assists,4.5,PrizePicks,Under,-1100,2.11,1.82,2.3,0.08,-2.2,2.29,0.11,-2.21,0.083,1100,0.917,-1100,0.185,18.5,RED (Low),440,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
347,Marvin Bagley,WAS,PHI,assists,3.5,PrizePicks,Under,-1100,1.11,0.9,1.3,0.08,-2.2,1.14,0.11,-2.36,0.083,1100,0.917,-1100,0.193,19.3,RED (Low),419,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
334,Kris Murray,POR,TOR,rebounds,7.5,PrizePicks,Under,-1100,4.42,3.21,5.2,0.08,-2.3,5.29,0.11,-2.21,0.083,1100,0.917,-1100,0.252,25.2,RED (Low),296,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
138,Donte DiVincenzo,MIN,NOP,rebounds,6.5,PrizePicks,Under,-1100,4.18,4.27,4.1,0.08,-2.4,4.14,0.11,-2.36,0.083,1100,0.917,-1100,0.24,24,RED (Low),317,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
365,Miles McBride,NYK,BOS,assists,4.5,PrizePicks,Under,-1100,1.99,1.79,2.1,0.08,-2.4,2.14,0.11,-2.36,0.083,1100,0.917,-1100,0.168,16.8,RED (Low),496,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
30,Bilal Coulibaly,WAS,PHI,assists,5.5,PrizePicks,Under,-1100,2.83,2.58,3,0.08,-2.5,3,0.11,-2.5,0.083,1100,0.917,-1100,0.183,18.3,RED (Low),447,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
341,Luke Kornet,SAS,MEM,assists,4.5,PrizePicks,Under,-1100,1.66,1.12,1.9,0.08,-2.6,2.29,0.11,-2.21,0.083,1100,0.917,-1100,0.17,17,RED (Low),488,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
478,Tyrese Maxey,PHI,WAS,assists,9.5,PrizePicks,Under,-1100,6.02,4.59,6.9,0.08,-2.6,7.14,0.11,-2.36,0.083,1100,0.917,-1100,0.2,20,RED (Low),399,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
508,Zach Edey,MEM,SAS,assists,3.5,PrizePicks,Under,-1100,0.91,0.97,0.8,0.08,-2.7,1,0.11,-2.5,0.083,1100,0.917,-1100,0.177,17.7,RED (Low),464,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
167,Harrison Barnes,SAS,MEM,rebounds,6.5,PrizePicks,Under,-1100,4.18,4.75,3.7,0.08,-2.8,4,0.11,-2.5,0.083,1100,0.917,-1100,0.229,22.9,RED (Low),336,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
496,Will Richard,GSW,OKC,assists,3.5,PrizePicks,Under,-1100,0.86,1.11,0.7,0.08,-2.8,0.71,0.11,-2.79,0.083,1100,0.917,-1100,0.173,17.3,RED (Low),477,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
166,Harrison Barnes,SAS,MEM,ra,8.5,PrizePicks,Under,-1100,6.1,6.5,5.6,0.08,-2.9,6.29,0.11,-2.21,0.083,1100,0.917,-1100,0.461,46.1,RED (Low),117,Pass,Pass (ML near 50/50),,,5,2025-12-03T01:10:00.000Z
218,Jared McCain,PHI,WAS,rebounds,4.5,PrizePicks,Under,-1100,1.91,2.18,1.6,0.08,-2.9,2,0.11,-2.5,0.083,1100,0.917,-1100,0.196,19.6,RED (Low),410,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
353,Mikal Bridges,NYK,BOS,assists,6.5,PrizePicks,Under,-1100,3.24,2.78,3.6,0.08,-2.9,3.43,0.11,-3.07,0.083,1100,0.917,-1100,0.186,18.6,RED (Low),437,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
363,Mike Conley,MIN,NOP,ra,7.5,PrizePicks,Under,-1100,6.26,8.55,4.6,0.08,-2.9,5,0.11,-2.5,0.083,1100,0.917,-1100,0.449,44.9,RED (Low),123,Under,Under (Lean agreement),,,5,2025-12-03T01:10:00.000Z
24,Anthony Edwards,MIN,NOP,assists,7.5,PrizePicks,Under,-1100,4.3,4.19,4.5,0.08,-3,4.14,0.11,-3.36,0.083,1100,0.917,-1100,0.198,19.8,RED (Low),404,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
100,De'Aaron Fox,SAS,MEM,rebounds,6.5,PrizePicks,Under,-1100,3.59,3.91,3.5,0.08,-3,3.14,0.11,-3.36,0.083,1100,0.917,-1100,0.219,21.9,RED (Low),357,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
240,Jaylin Williams,OKC,GSW,rebounds,7.5,PrizePicks,Under,-1100,4.42,4.48,4.5,0.08,-3,4.14,0.11,-3.36,0.083,1100,0.917,-1100,0.239,23.9,RED (Low),318,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
42,Brandon Ingram,TOR,POR,assists,6.5,PrizePicks,Under,-1100,3.79,4.28,3.4,0.08,-3.1,3.57,0.11,-2.93,0.083,1100,0.917,-1100,0.197,19.7,RED (Low),407,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
48,Bub Carrington,WAS,PHI,assists,6.5,PrizePicks,Under,-1100,3.83,4.39,3.4,0.08,-3.1,3.57,0.11,-2.93,0.083,1100,0.917,-1100,0.196,19.6,RED (Low),411,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
124,Devin Vassell,SAS,MEM,rebounds,6.5,PrizePicks,Under,-1100,3.58,3.76,3.4,0.08,-3.1,3.57,0.11,-2.93,0.083,1100,0.917,-1100,0.218,21.8,RED (Low),359,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
370,Miles McBride,NYK,BOS,rebounds,5.5,PrizePicks,Under,-1100,2.16,1.57,2.4,0.08,-3.1,2.86,0.11,-2.64,0.083,1100,0.917,-1100,0.193,19.3,RED (Low),419,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
247,Jeremiah Fears,NOP,MIN,assists,5.5,PrizePicks,Under,-1100,2.52,2.71,2.3,0.08,-3.2,2.57,0.11,-2.93,0.083,1100,0.917,-1100,0.175,17.5,RED (Low),470,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
47,Brandon Ingram,TOR,POR,rebounds,8.5,PrizePicks,Under,-1100,5.19,5.21,5.2,0.08,-3.3,5.14,0.11,-3.36,0.083,1100,0.917,-1100,0.261,26.1,RED (Low),283,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
81,Cason Wallace,OKC,GSW,ra,7.5,PrizePicks,Under,-1100,4.52,4.81,4.2,0.08,-3.3,4.57,0.11,-2.93,0.083,1100,0.917,-1100,0.439,43.9,RED (Low),128,Under,Under (Lean agreement),,,5,2025-12-03T04:10:00.000Z
214,Jared McCain,PHI,WAS,assists,4.5,PrizePicks,Under,-1100,1.5,2.15,1.1,0.08,-3.4,1,0.11,-3.5,0.083,1100,0.917,-1100,0.182,18.2,RED (Low),449,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
251,Jeremiah Fears,NOP,MIN,ra,9.5,PrizePicks,Under,-1100,6.15,6,6.1,0.08,-3.4,6.57,0.11,-2.93,0.083,1100,0.917,-1100,0.451,45.1,RED (Low),122,Pass,Pass (ML near 50/50),,,5,2025-12-03T01:10:00.000Z
82,Cason Wallace,OKC,GSW,rebounds,5.5,PrizePicks,Under,-1100,2.4,2.79,2,0.08,-3.5,2.43,0.11,-3.07,0.083,1100,0.917,-1100,0.188,18.8,RED (Low),431,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
172,Immanuel Quickley,TOR,POR,ra,14.5,PrizePicks,Under,-1100,9.52,7.33,10.9,0.08,-3.6,11.14,0.11,-3.36,0.083,1100,0.917,-1100,0.47,47,RED (Low),113,Pass,Pass (ML near 50/50),,,5,2025-12-03T00:40:00.000Z
208,Jalen Williams,OKC,GSW,rebounds,8.5,PrizePicks,Under,-1100,4.82,4.61,4.8,0.08,-3.7,5.29,0.11,-3.21,0.083,1100,0.917,-1100,0.233,23.3,RED (Low),329,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
219,Jaren Jackson,MEM,SAS,assists,4.5,PrizePicks,Under,-1100,0.93,1.16,0.8,0.08,-3.7,0.71,0.11,-3.79,0.083,1100,0.917,-1100,0.173,17.3,RED (Low),478,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
418,Quinten Post,GSW,OKC,rebounds,7.5,PrizePicks,Under,-1100,3.79,3.65,3.6,0.08,-3.9,4.43,0.11,-3.07,0.083,1100,0.917,-1100,0.225,22.5,RED (Low),344,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
34,Bilal Coulibaly,WAS,PHI,ra,10.5,PrizePicks,Under,-1100,6.7,7.04,6.5,0.08,-4,6.43,0.11,-4.07,0.083,1100,0.917,-1100,0.463,46.3,RED (Low),116,Pass,Pass (ML near 50/50),,,5,2025-12-03T00:10:00.000Z
318,Karl-Anthony Towns,NYK,BOS,rebounds,15.5,PrizePicks,Under,-1100,11.16,11.09,11.3,0.08,-4.2,11,0.11,-4.5,0.083,1100,0.917,-1100,0.267,26.7,RED (Low),275,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
40,Brandin Podziemski,GSW,OKC,ra,11.5,PrizePicks,Under,-1100,7.8,8.83,7.1,0.08,-4.4,7.14,0.11,-4.36,0.083,1100,0.917,-1100,0.459,45.9,RED (Low),118,Pass,Pass (ML near 50/50),,,5,2025-12-03T04:10:00.000Z
50,Bub Carrington,WAS,PHI,points,11.5,PrizePicks,Under,-1100,7.78,9.2,7.1,0.08,-4.4,6.29,0.11,-5.21,0.083,1100,0.917,-1100,0.246,24.6,RED (Low),307,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
94,Chet Holmgren,OKC,GSW,rebounds,12.5,PrizePicks,Under,-1100,7.76,7.95,7.6,0.08,-4.9,7.71,0.11,-4.79,0.083,1100,0.917,-1100,0.273,27.3,RED (Low),266,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
99,De'Aaron Fox,SAS,MEM,ra,15.5,PrizePicks,Under,-1100,10.28,10.06,10.5,0.08,-5,10.29,0.11,-5.21,0.083,1100,0.917,-1100,0.409,40.9,RED (Low),144,Under,Under (Lean agreement),,,5,2025-12-03T01:10:00.000Z
482,Tyrese Maxey,PHI,WAS,ra,16.5,PrizePicks,Under,-1100,9.96,7.69,11.5,0.08,-5,11.43,0.11,-5.07,0.083,1100,0.917,-1100,0.467,46.7,RED (Low),114,Pass,Pass (ML near 50/50),,,5,2025-12-03T00:10:00.000Z
345,Luke Kornet,SAS,MEM,ra,12.5,PrizePicks,Under,-1100,6.51,4.67,7.4,0.08,-5.1,8.43,0.11,-4.07,0.083,1100,0.917,-1100,0.485,48.5,RED (Low),106,Pass,Pass (ML near 50/50),,,5,2025-12-03T01:10:00.000Z
207,Jalen Williams,OKC,GSW,ra,14.5,PrizePicks,Under,-1100,9.26,8.93,9.3,0.08,-5.2,9.86,0.11,-4.64,0.083,1100,0.917,-1100,0.424,42.4,RED (Low),136,Under,Under (Lean agreement),,,5,2025-12-03T04:10:00.000Z
93,Chet Holmgren,OKC,GSW,ra,14.5,PrizePicks,Under,-1100,9.61,10.18,9.2,0.08,-5.3,9.29,0.11,-5.21,0.083,1100,0.917,-1100,0.446,44.6,RED (Low),124,Under,Under (Lean agreement),,,5,2025-12-03T04:10:00.000Z
156,Gary Payton,GSW,OKC,rebounds,6.5,PrizePicks,Under,-1100,2.21,3.95,1,0.08,-5.5,1.14,0.11,-5.36,0.083,1100,0.917,-1100,0.281,28.1,RED (Low),256,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
224,Jaren Jackson,MEM,SAS,rebounds,7.5,PrizePicks,Under,-1100,1.85,1.82,1.8,0.08,-5.7,2,0.11,-5.5,0.083,1100,0.917,-1100,0.248,24.8,RED (Low),303,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
351,Marvin Bagley,WAS,PHI,ra,12.5,PrizePicks,Under,-1100,6.82,7.34,6.5,0.08,-6,6.43,0.11,-6.07,0.083,1100,0.917,-1100,0.461,46.1,RED (Low),117,Pass,Pass (ML near 50/50),,,5,2025-12-03T00:10:00.000Z
352,Marvin Bagley,WAS,PHI,rebounds,11.5,PrizePicks,Under,-1100,5.71,6.44,5.2,0.08,-6.3,5.29,0.11,-6.21,0.083,1100,0.917,-1100,0.345,34.5,RED (Low),190,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
211,Jamal Shead,TOR,POR,points,11.5,PrizePicks,Under,-1100,5.74,6.81,5.1,0.08,-6.4,4.86,0.11,-6.64,0.083,1100,0.917,-1100,0.255,25.5,RED (Low),293,Under,Under (Strong agreement),,,5,2025-12-03T00:40:00.000Z
421,Rudy Gobert,MIN,NOP,points,16.5,PrizePicks,Under,-1100,11.12,12.56,10.1,0.08,-6.4,10.29,0.11,-6.21,0.083,1100,0.917,-1100,0.259,25.9,RED (Low),286,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
422,Rudy Gobert,MIN,NOP,pra,29.5,PrizePicks,Under,-1100,24.11,25.59,22.6,0.08,-6.9,24.14,0.11,-5.36,0.083,1100,0.917,-1100,0.256,25.6,RED (Low),290,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
32,Bilal Coulibaly,WAS,PHI,points,16.5,PrizePicks,Under,-1100,9.39,10.25,8.8,0.08,-7.7,8.86,0.11,-7.64,0.083,1100,0.917,-1100,0.268,26.8,RED (Low),273,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
223,Jaren Jackson,MEM,SAS,ra,10.5,PrizePicks,Under,-1100,2.78,2.98,2.6,0.08,-7.9,2.71,0.11,-7.79,0.083,1100,0.917,-1100,0.444,44.4,RED (Low),125,Under,Under (Lean agreement),,,5,2025-12-03T01:10:00.000Z
85,Cedric Coward,MEM,SAS,points,19.5,PrizePicks,Under,-1100,12.15,13.19,11.4,0.08,-8.1,11.57,0.11,-7.93,0.083,1100,0.917,-1100,0.298,29.8,RED (Low),236,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
153,Gary Payton,GSW,OKC,points,11.5,PrizePicks,Under,-1100,8.5,16.34,3.4,0.08,-8.1,3,0.11,-8.5,0.083,1100,0.917,-1100,0.339,33.9,RED (Low),195,Under,Under (Strong agreement),,,5,2025-12-03T04:10:00.000Z
492,Vince Williams,MEM,SAS,points,17.5,PrizePicks,Under,-1100,8.39,7.81,9.1,0.08,-8.4,8.14,0.11,-9.36,0.083,1100,0.917,-1100,0.283,28.3,RED (Low),254,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
309,K. Caldwell-Pope,MEM,SAS,points,14.5,PrizePicks,Under,-1100,8.19,11.07,5.9,0.08,-8.6,7,0.11,-7.5,0.083,1100,0.917,-1100,0.256,25.6,RED (Low),290,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
329,Khris Middleton,WAS,PHI,points,17.5,PrizePicks,Under,-1100,12.25,16.5,8.9,0.08,-8.6,10.43,0.11,-7.07,0.083,1100,0.917,-1100,0.278,27.8,RED (Low),260,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
310,K. Caldwell-Pope,MEM,SAS,pra,19.5,PrizePicks,Under,-1100,12.88,15.87,10.4,0.08,-9.1,11.86,0.11,-7.64,0.083,1100,0.917,-1100,0.203,20.3,RED (Low),393,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
154,Gary Payton,GSW,OKC,pra,19.5,PrizePicks,Under,-1100,15.3,27,7.4,0.08,-12.1,7.71,0.11,-11.79,0.083,1100,0.917,-1100,0.356,35.6,RED (Low),181,Under,Under (Lean agreement),,,5,2025-12-03T04:10:00.000Z
330,Khris Middleton,WAS,PHI,pra,29.5,PrizePicks,Under,-1100,20.82,25.2,17,0.08,-12.5,19.71,0.11,-9.79,0.083,1100,0.917,-1100,0.265,26.5,RED (Low),277,Under,Under (Strong agreement),,,5,2025-12-03T00:10:00.000Z
221,Jaren Jackson,MEM,SAS,points,27.5,PrizePicks,Under,-1100,4.41,5.5,4.1,0.08,-23.4,2.86,0.11,-24.64,0.083,1100,0.917,-1100,0.302,30.2,RED (Low),232,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
220,Jaren Jackson,MEM,SAS,fs,34.5,PrizePicks,Under,-1100,8.96,10.78,8.16,0.08,-26.34,6.9,0.11,-27.6,0.083,1100,0.917,-1100,0.438,43.8,RED (Low),128,Under,Under (Lean agreement),,,5,2025-12-03T01:10:00.000Z
222,Jaren Jackson,MEM,SAS,pra,35.5,PrizePicks,Under,-1100,7.19,8.48,6.7,0.08,-28.8,5.57,0.11,-29.93,0.083,1100,0.917,-1100,0.312,31.2,RED (Low),221,Under,Under (Strong agreement),,,5,2025-12-03T01:10:00.000Z
